what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354457761158
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354457807942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354457895584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354457897642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354457897868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354457898301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354457944106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354457950840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354457955861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354457958200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354457965111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354457965448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354457965856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354457966200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354457967229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354457968013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354457987282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458000013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458019233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458019515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458019846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458020137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458020443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458020802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458021243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458021874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458034106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1354458041156
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1354458054720
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1354458054973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458056528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458067144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458067340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458068562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458070999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458075271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458112777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458119036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458130681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458130810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458133888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458136951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354458140075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458155695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458168917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458170201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458170386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458171462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458195384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458215354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458278405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458278528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458341776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458346289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458362218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458365788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458408870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458427187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458478278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458491408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458526851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458568186
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354458575336
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354458575625
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354458576078
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354458576464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354458577042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458580447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354458587612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458588032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458601243
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1354458621713
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1354458622346
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1354458622571
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1354458622750
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1354458622939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458633735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458639019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458641145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458641564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458643374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458643471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458643954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458644985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458645238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354458645542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354458649418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458649708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458650068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458650913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458786692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354458803596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458804486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354458810998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354458840578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458843696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354458847012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354458847403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458854408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354458858621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354458864160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458899263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354458922812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458928564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458930458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458930500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458930968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458931009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458931412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458931689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458933143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458933464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458942192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458943385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458944831
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354458949922
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1354458950415
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1354458950543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458950570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458952047
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354458952980
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354458953130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458978818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458980730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458980772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458981093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458981136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458981467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458981688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458983135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458983443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458992215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458992275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458993135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354458995237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459047892
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354459069503
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354459070940
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354459087649
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354459087845
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354459088024
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354459088197
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1354459088404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354459088953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459091060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459093567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354459109832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459111810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459113505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459113557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459113916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459113952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459114406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459114627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459118342
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354459123353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459125214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459126909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459126943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459127288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459127326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459127807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459128034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459128584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459128896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459203042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459205045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459207012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459207048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459207529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459207572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459208019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459208242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459209214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459209516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459242348
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354459251641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354459282380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354459299911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354459311288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354459314252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459317935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459318334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459319940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459323067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354459339849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459342296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354459347151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459353029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459354620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459354665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459355020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459355054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459355427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459355655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459356393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459356700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459514048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354459549028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354459553803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354459560418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459561000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354459564293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354459566393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459568416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459570093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459570157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459570554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459570614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459571131
