what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238628032
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355238642436
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355238642550
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355238643546
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355238647858
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355238647977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238651150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238652481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238657216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238658377
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355238660364
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355238660708
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355238660827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238662860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238663786
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355238665152
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355238665383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238667291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238715907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355238716816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1355238718949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355238726924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355239226243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355239228137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355239229802
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355239232705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355239234619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355239235894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355239235929
