what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354446410724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354446422242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354446423159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354446431951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354446433202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354446440224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354446442183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354446443611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354446451516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354446452828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354446458361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354446459625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354446468038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354446482954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446485481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446486728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446486765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446487168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446487202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446487535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446487751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446488764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446489068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446527019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354446556702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446558904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446560257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446560285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446560789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446560823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446561194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446561417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446562923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446563227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446582169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354446609453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446612051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446613796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446613831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446614155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446614191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446614482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354446614698
