what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439589743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439589774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439590289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439590336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439590742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439590944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439592348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439593629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439596632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439596944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439600267
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354439603076
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439609909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439610002
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354439618738
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439620095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439620205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439622763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439703049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439704266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439727550
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354439727566
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439732418
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439732527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354439744664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354439753088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439755412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439760077
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354439760093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439762481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439781779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439784837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439787099
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439799095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354439805101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354439822667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354439830763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354439838828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439841480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439859562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354439868454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354439879280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354439880559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439884834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354439897939
