what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386779808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386781270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386799803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354386815285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354386817347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386819316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386828068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354386832231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386833542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386845395
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354386845413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354386848619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1354386863357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354386866462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354386868774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354386875293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386876147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386878513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386883865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386939029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386949911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354386951098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354386954734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354386960050
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354386961445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354387006839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354387009717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354387011017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354387012233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354387014153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387016950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387034488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387049313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387076454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354387081777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387087124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387090820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1354387094216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354387102675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387104384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387110962
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354387110985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387114916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354387118482
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354387118514
