what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354394498203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354394502073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394503830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394505777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394505822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394506531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394506569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394507264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394507478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394509009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394509341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354394523438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354394551081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354394564468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354394569868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354394574527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354394576765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354394579325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354394582964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354394591548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354394592683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354394594262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354394595580
