what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459759194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459760822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459762595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459764175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459765420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459766361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459768143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354459769110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459771343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459771436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459773438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459773527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459775118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459775210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459777210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459777310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459779158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459780116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459781869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459781964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459784807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459784923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459786390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459786522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459788119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459788958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459790510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459790609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459791997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459792112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459794687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459794791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459797967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459798082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459800533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459800643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459802215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459802322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459803694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459803805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459808222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459808331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459810046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354459810143
