what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.7",1355055159019
java.vm.vendor,sysinfo,,,"Oracle Corporation",1355055159019
java.vm.version,sysinfo,,,"23.5-b02",1355055159019
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1355055159090
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1355055159202
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1355055159323
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1355055159546
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1355055160220
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1355055160279
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1355055160782
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1355055161369
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1355055161886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055161917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055163873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055164936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055169883
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355055169928
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355055180680
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355055180850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055183243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055185872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055185972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055186590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055186626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055187195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055187748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055188634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055189072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055190285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055190405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055194883
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355055198823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055199898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055212549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055216105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355055264840
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355055267479
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355055268615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355055268749
